,Region,time,subgrupo,cantidadServiciosTotal,poblacionTotal,valorTotal,gastoPerCapitaTotal,valorPct,gastoPerCapitaPct
1180,REGION 0,2017-05-01,Cirugias Oftalmologicas,779277,237297,312744188.36499995,14208515.619461687,3.779285454284961,2.949634754811578
1181,REGION 0,2017-05-01,Cirugias Ortopedicas,779277,237297,312744188.36499995,14208515.619461687,2.425095900150957,4.4219640743528466
1182,REGION 0,2017-05-01,Cirugias Otorrinolaringologicas,779277,237297,312744188.36499995,14208515.619461687,0.3581176634664977,0.8029243238003686
1183,REGION 0,2017-05-01,Cirugias Pediatricas,779277,237297,312744188.36499995,14208515.619461687,0.3122215700009721,0.7595160428024716
1184,REGION 0,2017-05-01,Cirugias Urologicas,779277,237297,312744188.36499995,14208515.619461687,0.1831002081904986,0.5157803220451906
1185,REGION 0,2017-05-01,Cirugias Vasculares,779277,237297,312744188.36499995,14208515.619461687,0.05482133845438629,0.5564278466338155
1186,REGION 0,2017-05-01,Columna: Cirugia Escoliosis,779277,237297,312744188.36499995,14208515.619461687,0.15716348961418694,3.459331665348319
1187,REGION 0,2017-05-01,Columna: Espondiolistesis Total,779277,237297,312744188.36499995,14208515.619461687,0.6966060732861287,5.818596611182497
1188,REGION 0,2017-05-01,Consulta medica nivel 2,779277,237297,312744188.36499995,14208515.619461687,7.230620053475858,0.08298388503662295
1189,REGION 0,2017-05-01,Consulta medica nivel 3,779277,237297,312744188.36499995,14208515.619461687,0.7809558389457621,0.0379575888742154
1190,REGION 0,2017-05-01,Derivados de la Sangre,779277,237297,312744188.36499995,14208515.619461687,0.02346966074213208,0.1598219964809644
1191,REGION 0,2017-05-01,Desconocido,779277,237297,312744188.36499995,14208515.619461687,0.02851819580286128,0.3169290717813402
1192,REGION 0,2017-05-01,"Detec., control de placa Bacteriana y enseNanza higiene bucal",779277,237297,312744188.36499995,14208515.619461687,0.0008787373522006456,0.010279750813655628
1193,REGION 0,2017-05-01,Dialisis Peritoneal,779277,237297,312744188.36499995,14208515.619461687,0.0750178608358934,1.0390388690412211
1194,REGION 0,2017-05-01,Ecografias,779277,237297,312744188.36499995,14208515.619461687,2.4604513389132414,0.11952482103648
1195,REGION 0,2017-05-01,Emergencia,779277,237297,312744188.36499995,14208515.619461687,4.297228293916406,0.09206724219418924
1196,REGION 0,2017-05-01,Extraccion  dentaria,779277,237297,312744188.36499995,14208515.619461687,0.003381114787546087,0.07442184872229897
1197,REGION 0,2017-05-01,Hematologia,779277,237297,312744188.36499995,14208515.619461687,0.017768355757628185,0.1410445247769844
1198,REGION 0,2017-05-01,Hemodialisis Renal,779277,237297,312744188.36499995,14208515.619461687,3.3821179972352584,4.922917249043651
1199,REGION 0,2017-05-01,Hospitalizacion general y especialidades basicas,779277,237297,312744188.36499995,14208515.619461687,12.632646584591635,2.211399056338358
1200,REGION 0,2017-05-01,Laboratorios,779277,237297,312744188.36499995,14208515.619461687,9.733291678140944,0.1885842565489133
1201,REGION 0,2017-05-01,Neumologia,779277,237297,312744188.36499995,14208515.619461687,0.10074081684686527,0.3974122390531821
1202,REGION 0,2017-05-01,Neurocirugias,779277,237297,312744188.36499995,14208515.619461687,0.6912743035457622,2.3187252597902903
1203,REGION 0,2017-05-01,Otros Medios Dx,779277,237297,312744188.36499995,14208515.619461687,2.691827929404984,0.24385197328330346
1204,REGION 0,2017-05-01,Rayos X,779277,237297,312744188.36499995,14208515.619461687,1.7390053252253024,0.1176113216173765
1205,REGION 0,2017-05-01,Reemplazo Articular Cadera,779277,237297,312744188.36499995,14208515.619461687,0.5833851875995997,3.460356425612669
1206,REGION 0,2017-05-01,Reemplazo Articular Hombro,779277,237297,312744188.36499995,14208515.619461687,0.0009491591244328957,0.010598855224097328
1207,REGION 0,2017-05-01,Reemplazo Articular Rodilla,779277,237297,312744188.36499995,14208515.619461687,0.8567986199867241,4.8491706605196345
1208,REGION 0,2017-05-01,Resonancia Nuclear Magnetica (RNM),779277,237297,312744188.36499995,14208515.619461687,1.9346305463360365,0.9096524577989916
1209,REGION 0,2017-05-01,Sangre Total,779277,237297,312744188.36499995,14208515.619461687,0.5921935782987257,0.3411947298453297
1210,REGION 0,2017-05-01,Terapias Rehabilitacion,779277,237297,312744188.36499995,14208515.619461687,1.9250522388520168,0.3601819445015137
1211,REGION 0,2017-05-01,Tomografia Axial Computarizada (TAC),779277,237297,312744188.36499995,14208515.619461687,2.1547829986004547,0.6621845888139287
1212,REGION 0,2017-05-01,Trasplante Renal,779277,237297,312744188.36499995,14208515.619461687,0.13407573844685602,2.9511462789656733
1213,REGION 0,2017-05-01,Trasplante de Cornea,779277,237297,312744188.36499995,14208515.619461687,0.21372739282365025,2.666992176726458
1214,REGION 0,2017-05-01,Tratamiento a Politraumatismo (Trauma Mayor),779277,237297,312744188.36499995,14208515.619461687,0.02055833565961011,0.2514817393963352
1215,REGION 0,2017-05-01,Tratamiento a Quemaduras Graves (3er Grado),779277,237297,312744188.36499995,14208515.619461687,0.003163703873036477,0.0352657364137557
1216,REGION 0,2017-05-01,Tratamiento de la Gingivitis,779277,237297,312744188.36499995,14208515.619461687,0.007306175734057912,0.16081651744607572
1217,REGION 0,2017-05-01,Tratamiento de la Osteomielitis,779277,237297,312744188.36499995,14208515.619461687,-0.0021556819441619045,-0.06158162635944305
1218,REGION 0,2017-05-01,Tratamiento del Cancer Adultos,779277,237297,312744188.36499995,14208515.619461687,15.358227428975427,3.2649484480447044
1219,REGION 0,2017-05-01,Tratamiento del Cancer Pediatricos,779277,237297,312744188.36499995,14208515.619461687,0.14026561845748212,0.6180163632274409
1220,REGION 0,2017-05-01,Valvuloplastia Mitral,779277,237297,312744188.36499995,14208515.619461687,1.4330761359406217,11.918280592268985
1221,REGION 0,2018-05-01,Angiosplastia,811341,236240,330913585.15,13496376.041364875,4.1447958184559885,20.94012347962953
1222,REGION 0,2018-05-01,Aparatos y Protesis,811341,236240,330913585.15,13496376.041364875,0.07796472601239776,0.12234804237667435
1223,REGION 0,2018-05-01,Aplicacion de Cariostaticos,811341,236240,330913585.15,13496376.041364875,0.0012964109642266224,0.008035397774011094
1224,REGION 0,2018-05-01,Atencion de Prematuros,811341,236240,330913585.15,13496376.041364875,0.5918355902832599,1.4379036803447347
1225,REGION 0,2018-05-01,Atencion de partos normal,811341,236240,330913585.15,13496376.041364875,1.3757052609177238,0.8777030640966574
1226,REGION 0,2018-05-01,Atencion de partos por Cesarea,811341,236240,330913585.15,13496376.041364875,3.0644851964609674,1.347611398044381
1227,REGION 0,2018-05-01,Atencion en Unidad de Cuidados Intensivos,811341,236240,330913585.15,13496376.041364875,2.009651195488249,3.761172439471569
1228,REGION 0,2018-05-01,Biopsias,811341,236240,330913585.15,13496376.041364875,1.5024857797077966,0.18476322777151705
1229,REGION 0,2018-05-01,Cirugia General,811341,236240,330913585.15,13496376.041364875,2.775234817221888,2.3390155908845203
1230,REGION 0,2018-05-01,Cirugia de Corazon Abierto para By Pass,811341,236240,330913585.15,13496376.041364875,2.896251087925455,7.350823064032035
1231,REGION 0,2018-05-01,Cirugias Cardiovasculares,811341,236240,330913585.15,13496376.041364875,0.05001456798002964,1.1805545640177662
1232,REGION 0,2018-05-01,Cirugias Dermatologicas,811341,236240,330913585.15,13496376.041364875,0.2794543867338717,0.4057466621198792
1233,REGION 0,2018-05-01,Cirugias Endocrinologicas,811341,236240,330913585.15,13496376.041364875,0.00018131621877295415,0.004445637837602238
1234,REGION 0,2018-05-01,Cirugias Gastricas,811341,236240,330913585.15,13496376.041364875,0.029937704115439518,0.3120845727097897
1235,REGION 0,2018-05-01,Cirugias Ginecologicas,811341,236240,330913585.15,13496376.041364875,1.3409598892679364,1.1597552540113405
1236,REGION 0,2018-05-01,Cirugias Menores,811341,236240,330913585.15,13496376.041364875,0.0732163775899909,0.10601231377139282
1237,REGION 0,2018-05-01,Cirugias Oftalmologicas,811341,236240,330913585.15,13496376.041364875,4.022358197825715,3.0808130470304413
1238,REGION 0,2018-05-01,Cirugias Ortopedicas,811341,236240,330913585.15,13496376.041364875,2.8658440739751536,4.281126898903062
1239,REGION 0,2018-05-01,Cirugias Otorrinolaringologicas,811341,236240,330913585.15,13496376.041364875,0.2397958396420341,0.7266197597972347
1240,REGION 0,2018-05-01,Cirugias Pediatricas,811341,236240,330913585.15,13496376.041364875,0.16530335699335064,0.5826751454023782
1241,REGION 0,2018-05-01,Cirugias Urologicas,811341,236240,330913585.15,13496376.041364875,0.1394878030742583,0.4667427490353421
1242,REGION 0,2018-05-01,Cirugias Vasculares,811341,236240,330913585.15,13496376.041364875,0.12523170356156654,2.8658038188515484
1243,REGION 0,2018-05-01,Columna: Cirugia Escoliosis,811341,236240,330913585.15,13496376.041364875,0.17229409597721984,2.612604627488886
1244,REGION 0,2018-05-01,Columna: Espondiolistesis Total,811341,236240,330913585.15,13496376.041364875,0.09886594708757608,2.4240644229035166
1245,REGION 0,2018-05-01,"Consulta Preventiva, Terapia Fluorada",811341,236240,330913585.15,13496376.041364875,6.043873959098474e-05,0.0007409396396003731
1246,REGION 0,2018-05-01,Consulta de Urgencia,811341,236240,330913585.15,13496376.041364875,0.00012087747918196948,0.0029637585584014925
1247,REGION 0,2018-05-01,Consulta medica nivel 2,811341,236240,330913585.15,13496376.041364875,7.496477966824869,0.08733143720683245
1248,REGION 0,2018-05-01,Consulta medica nivel 3,811341,236240,330913585.15,13496376.041364875,0.42277200537591775,0.04420371989191172
1249,REGION 0,2018-05-01,Derivados de la Sangre,811341,236240,330913585.15,13496376.041364875,0.01569594067177874,0.07182520893330914
1250,REGION 0,2018-05-01,Desconocido,811341,236240,330913585.15,13496376.041364875,0.5748033641888093,0.4101724077401467
1251,REGION 0,2018-05-01,"Detec., control de placa Bacteriana y enseNanza higiene bucal",811341,236240,330913585.15,13496376.041364875,0.00012752574053697782,0.0015633826395567874
1252,REGION 0,2018-05-01,Dialisis Peritoneal,811341,236240,330913585.15,13496376.041364875,0.08530112472476714,0.4182700093737495
1253,REGION 0,2018-05-01,Ecografias,811341,236240,330913585.15,13496376.041364875,2.598381020260144,0.13380898392051185
1254,REGION 0,2018-05-01,Emergencia,811341,236240,330913585.15,13496376.041364875,2.345804040194148,0.09853212528642052
1255,REGION 0,2018-05-01,Hematologia,811341,236240,330913585.15,13496376.041364875,0.0119070360868199,0.12768030642373546
1256,REGION 0,2018-05-01,Hemodialisis Renal,811341,236240,330913585.15,13496376.041364875,2.6884654874375427,3.843373320408692
1257,REGION 0,2018-05-01,Hospitalizacion general y especialidades basicas,811341,236240,330913585.15,13496376.041364875,13.830325427484196,2.8486302128364462
1258,REGION 0,2018-05-01,Laboratorios,811341,236240,330913585.15,13496376.041364875,10.658676465039038,0.2117314220708693
1259,REGION 0,2018-05-01,Neumologia,811341,236240,330913585.15,13496376.041364875,0.07533975974029303,0.8496207385780968
1260,REGION 0,2018-05-01,Neurocirugias,811341,236240,330913585.15,13496376.041364875,0.7575646671815099,4.495553935502371
1261,REGION 0,2018-05-01,Otros Medios Dx,811341,236240,330913585.15,13496376.041364875,3.084241568799189,0.3032154989553215
1262,REGION 0,2018-05-01,Rayos X,811341,236240,330913585.15,13496376.041364875,1.8587216197884164,0.12936744443085552
1263,REGION 0,2018-05-01,Reemplazo Articular Cadera,811341,236240,330913585.15,13496376.041364875,0.6079358238157846,4.395203657005872
1264,REGION 0,2018-05-01,Reemplazo Articular Hombro,811341,236240,330913585.15,13496376.041364875,0.00017285479523021632,0.0042381747385141335
1265,REGION 0,2018-05-01,Reemplazo Articular Rodilla,811341,236240,330913585.15,13496376.041364875,0.709511040151384,3.4649375060638468
1266,REGION 0,2018-05-01,Resonancia Nuclear Magnetica (RNM),811341,236240,330913585.15,13496376.041364875,1.9301364122312463,0.945406928556383
1267,REGION 0,2018-05-01,Sangre Total,811341,236240,330913585.15,13496376.041364875,0.6470770908451475,0.3995527509861248
1268,REGION 0,2018-05-01,Terapias Rehabilitacion,811341,236240,330913585.15,13496376.041364875,1.4002779601507092,0.593910235407005
1269,REGION 0,2018-05-01,Tomografia Axial Computarizada (TAC),811341,236240,330913585.15,13496376.041364875,2.4544982178106265,0.6827764479154718
1270,REGION 0,2018-05-01,Trasplante Renal,811341,236240,330913585.15,13496376.041364875,0.00014021787585108457,0.0034379599277457318
1271,REGION 0,2018-05-01,Trasplante de Cornea,811341,236240,330913585.15,13496376.041364875,0.038648156418851096,0.947602523877709
1272,REGION 0,2018-05-01,Tratamiento a Politraumatismo (Trauma Mayor),811341,236240,330913585.15,13496376.041364875,0.02470267274247626,0.1752390637559712
1273,REGION 0,2018-05-01,Tratamiento a Quemaduras Graves (3er Grado),811341,236240,330913585.15,13496376.041364875,0.009563523959179471,0.15170245161057908
1274,REGION 0,2018-05-01,Tratamiento de la Gingivitis,811341,236240,330913585.15,13496376.041364875,8.161345200668624e-05,0.0020010556846687274
1275,REGION 0,2018-05-01,Tratamiento de la Osteomielitis,811341,236240,330913585.15,13496376.041364875,0.01928471445832994,0.16019125769426262
1276,REGION 0,2018-05-01,Tratamiento del Cancer Adultos,811341,236240,330913585.15,13496376.041364875,16.3599356688424,3.352781738279836
1277,REGION 0,2018-05-01,Tratamiento del Cancer Pediatricos,811341,236240,330913585.15,13496376.041364875,0.20219869175111144,1.2162605866460892
1278,REGION 0,2018-05-01,Valvuloplastia Mitral,811341,236240,330913585.15,13496376.041364875,1.0483978614620502,10.847623951147288
1279,REGION 0,2017-11-01,Angiosplastia,705262,214135,288085908.88499993,12752663.525082942,3.4470885641144475,16.339467850649775
1280,REGION 0,2017-11-01,Aparatos y Protesis,705262,214135,288085908.88499993,12752663.525082942,0.3505833811549495,0.37679142992205655
1281,REGION 0,2017-11-01,Aplicacion de Cariostaticos,705262,214135,288085908.88499993,12752663.525082942,0.0013063846178961644,0.016237083826401662
1282,REGION 0,2017-11-01,Atencion de Prematuros,705262,214135,288085908.88499993,12752663.525082942,0.5029301660770815,1.302323336427042
1283,REGION 0,2017-11-01,Atencion de partos normal,705262,214135,288085908.88499993,12752663.525082942,2.07229404350462,0.7648792056993966
1284,REGION 0,2017-11-01,Atencion de partos por Cesarea,705262,214135,288085908.88499993,12752663.525082942,4.921905248638942,1.403697954048886
1285,REGION 0,2017-11-01,Atencion en Unidad de Cuidados Intensivos,705262,214135,288085908.88499993,12752663.525082942,1.8736391588505938,3.28358101878653
1286,REGION 0,2017-11-01,Biopsias,705262,214135,288085908.88499993,12752663.525082942,1.1715076981940251,0.13144516017516908
1287,REGION 0,2017-11-01,Cirugia General,705262,214135,288085908.88499993,12752663.525082942,2.107148242166617,1.7544860128135074
1288,REGION 0,2017-11-01,Cirugia de Corazon Abierto para By Pass,705262,214135,288085908.88499993,12752663.525082942,3.098062562151477,7.8874475413908
1289,REGION 0,2017-11-01,Cirugias Cardiovasculares,705262,214135,288085908.88499993,12752663.525082942,0.10306700912557552,2.024059754201985
1290,REGION 0,2017-11-01,Cirugias Dermatologicas,705262,214135,288085908.88499993,12752663.525082942,0.2758491600910709,0.3862964983239905
1291,REGION 0,2017-11-01,Cirugias Endocrinologicas,705262,214135,288085908.88499993,12752663.525082942,0.003195446120787103,0.0676175607004727
1292,REGION 0,2017-11-01,Cirugias Gastricas,705262,214135,288085908.88499993,12752663.525082942,0.032583037595729995,0.3364283331787686
1293,REGION 0,2017-11-01,Cirugias Ginecologicas,705262,214135,288085908.88499993,12752663.525082942,1.6007758390018625,1.5511356439215611
1294,REGION 0,2017-11-01,Cirugias Menores,705262,214135,288085908.88499993,12752663.525082942,0.0994365469344605,0.12054873011782526
1295,REGION 0,2017-11-01,Cirugias Oftalmologicas,705262,214135,288085908.88499993,12752663.525082942,3.807926622464245,3.2851097256005226
1296,REGION 0,2017-11-01,Cirugias Ortopedicas,705262,214135,288085908.88499993,12752663.525082942,1.9634658154203533,3.374067394691428
1297,REGION 0,2017-11-01,Cirugias Otorrinolaringologicas,705262,214135,288085908.88499993,12752663.525082942,0.2630794310396284,0.7291213081358681
1298,REGION 0,2017-11-01,Cirugias Pediatricas,705262,214135,288085908.88499993,12752663.525082942,0.15215686067275874,0.3174064832611202
1299,REGION 0,2017-11-01,Cirugias Urologicas,705262,214135,288085908.88499993,12752663.525082942,0.1664822593566889,0.538358674152449
1300,REGION 0,2017-11-01,Cirugias Vasculares,705262,214135,288085908.88499993,12752663.525082942,0.05745465671702564,1.15830710352753
1301,REGION 0,2017-11-01,Columna: Cirugia Escoliosis,705262,214135,288085908.88499993,12752663.525082942,0.2843119967825149,6.422680237653906
1302,REGION 0,2017-11-01,Columna: Espondiolistesis Total,705262,214135,288085908.88499993,12752663.525082942,0.3694148992288364,2.712475072256851
1303,REGION 0,2017-11-01,Consulta medica nivel 2,705262,214135,288085908.88499993,12752663.525082942,7.034096904784475,0.0930419672363214
1304,REGION 0,2017-11-01,Consulta medica nivel 3,705262,214135,288085908.88499993,12752663.525082942,0.5162473950066351,0.04192337081493422
1305,REGION 0,2017-11-01,Derivados de la Sangre,705262,214135,288085908.88499993,12752663.525082942,0.019416083284492926,0.1955865921730086
1306,REGION 0,2017-11-01,Desconocido,705262,214135,288085908.88499993,12752663.525082942,1.0752204479520393,0.3636257626617223
1307,REGION 0,2017-11-01,"Detec., control de placa Bacteriana y enseñanza higiene bucal",705262,214135,288085908.88499993,12752663.525082942,0.0008883009967077377,0.020066945191227068
1308,REGION 0,2017-11-01,Dialisis Peritoneal,705262,214135,288085908.88499993,12752663.525082942,0.07582998448119325,0.7415392071938552
1309,REGION 0,2017-11-01,Ecografias,705262,214135,288085908.88499993,12752663.525082942,2.339101431958605,0.1412395527985986
1310,REGION 0,2017-11-01,Emergencia,705262,214135,288085908.88499993,12752663.525082942,4.484187043371434,0.11035241285892952
1311,REGION 0,2017-11-01,Extraccion de cuerpo extraño,705262,214135,288085908.88499993,12752663.525082942,0.0005762170063870253,0.009762666422988705
1312,REGION 0,2017-11-01,Hematologia,705262,214135,288085908.88499993,12752663.525082942,0.007431463788999893,0.09492526777790343
1313,REGION 0,2017-11-01,Hemodialisis Renal,705262,214135,288085908.88499993,12752663.525082942,2.7876403018398888,3.517507174289759
1314,REGION 0,2017-11-01,Hospitalizacion general y especialidades basicas,705262,214135,288085908.88499993,12752663.525082942,14.644587888136275,2.8110984389665967
1315,REGION 0,2017-11-01,Laboratorios,705262,214135,288085908.88499993,12752663.525082942,9.878828384959503,0.2294320145250151
1316,REGION 0,2017-11-01,Neumologia,705262,214135,288085908.88499993,12752663.525082942,0.0598911625590389,0.3682074135563545
1317,REGION 0,2017-11-01,Neurocirugias,705262,214135,288085908.88499993,12752663.525082942,0.5953806892667867,2.277473672119713
1318,REGION 0,2017-11-01,Otros Medios Dx,705262,214135,288085908.88499993,12752663.525082942,2.947025344925524,0.3708328784941045
1319,REGION 0,2017-11-01,Programa Ampliado de Inmunizacion (PAI),705262,214135,288085908.88499993,12752663.525082942,0.000923335684933426,0.020858387698915626
1320,REGION 0,2017-11-01,Rayos X,705262,214135,288085908.88499993,12752663.525082942,1.5922754666321142,0.1475487686263898
1321,REGION 0,2017-11-01,Reemplazo Articular Cadera,705262,214135,288085908.88499993,12752663.525082942,0.38948449243586825,3.9856252957166256
1322,REGION 0,2017-11-01,Reemplazo Articular Hombro,705262,214135,288085908.88499993,12752663.525082942,0.055313954999309266,1.2452277885922438
1323,REGION 0,2017-11-01,Reemplazo Articular Rodilla,705262,214135,288085908.88499993,12752663.525082942,0.2485228947056211,2.616217422688019
1324,REGION 0,2017-11-01,Resonancia Nuclear Magnetica (RNM),705262,214135,288085908.88499993,12752663.525082942,1.9388942560983533,1.0492698427742695
1325,REGION 0,2017-11-01,Sangre Total,705262,214135,288085908.88499993,12752663.525082942,0.572560111108539,0.30308623801052903
1326,REGION 0,2017-11-01,Terapias Rehabilitacion,705262,214135,288085908.88499993,12752663.525082942,0.9721468192732641,0.2348451806286166
1327,REGION 0,2017-11-01,Tomografia Axial Computarizada (TAC),705262,214135,288085908.88499993,12752663.525082942,2.0900251675980206,0.732269246508024
1328,REGION 0,2017-11-01,Trasplante Renal,705262,214135,288085908.88499993,12752663.525082942,0.0003228203710481528,0.007292594195485538
1329,REGION 0,2017-11-01,Trasplante de Cornea,705262,214135,288085908.88499993,12752663.525082942,0.059947742903641965,0.4268990544047615
1330,REGION 0,2017-11-01,Tratamiento a Politraumatismo (Trauma Mayor),705262,214135,288085908.88499993,12752663.525082942,0.02341506402068674,0.11483838142633918
1331,REGION 0,2017-11-01,Tratamiento a Quemaduras Graves (3er Grado),705262,214135,288085908.88499993,12752663.525082942,0.011451639591705748,0.21998000609694235
1332,REGION 0,2017-11-01,Tratamiento de la Gingivitis,705262,214135,288085908.88499993,12752663.525082942,0.0011727821097104404,0.020943938454477715
1333,REGION 0,2017-11-01,Tratamiento de la Osteomielitis,705262,214135,288085908.88499993,12752663.525082942,0.00272165689406555,0.024689670988917497
1334,REGION 0,2017-11-01,Tratamiento del Cancer Adultos,705262,214135,288085908.88499993,12752663.525082942,14.960562929582455,3.246519295408192
1335,REGION 0,2017-11-01,Tratamiento del Cancer Pediatricos,705262,214135,288085908.88499993,12752663.525082942,0.2094863828417618,1.3666348444820258
1336,REGION 0,2017-11-01,Valvuloplastia Mitral,705262,214135,288085908.88499993,12752663.525082942,1.6787584088087333,16.566669592754348
1337,REGION 0,2018-11-01,Angiosplastia,750041,212972,316250178.115,15403971.76193425,3.5728626991922856,17.933771161145888
1338,REGION 0,2018-11-01,Aparatos y Protesis,750041,212972,316250178.115,15403971.76193425,0.18327712997816284,0.1593573660813237
1339,REGION 0,2018-11-01,Aplicacion de Cariostaticos,750041,212972,316250178.115,15403971.76193425,0.0016834773127191727,0.0341470374088735
1340,REGION 0,2018-11-01,Atencion de Prematuros,750041,212972,316250178.115,15403971.76193425,0.4629652159334406,1.0222411380923868
1341,REGION 0,2018-11-01,Atencion de partos normal,750041,212972,316250178.115,15403971.76193425,2.0167706997087333,0.6214106024534882
1342,REGION 0,2018-11-01,Atencion de partos por Cesarea,750041,212972,316250178.115,15403971.76193425,3.7869342181508707,1.0793109665620702
1343,REGION 0,2018-11-01,Atencion en Unidad de Cuidados Intensivos,750041,212972,316250178.115,15403971.76193425,1.6058972931718691,6.935741568047763
1344,REGION 0,2018-11-01,Biopsias,750041,212972,316250178.115,15403971.76193425,1.7709317456774454,0.1723093605812548
1345,REGION 0,2018-11-01,Cirugia General,750041,212972,316250178.115,15403971.76193425,2.75214913454848,1.9584114312045948
1346,REGION 0,2018-11-01,Cirugia de Corazon Abierto para By Pass,750041,212972,316250178.115,15403971.76193425,2.2510827637893867,5.032061403975903
1347,REGION 0,2018-11-01,Cirugias Cardiovasculares,750041,212972,316250178.115,15403971.76193425,0.054797597595971234,1.0896248227017258
1348,REGION 0,2018-11-01,Cirugias Dermatologicas,750041,212972,316250178.115,15403971.76193425,0.2432414756523149,0.2629695143208705
1349,REGION 0,2018-11-01,Cirugias Endocrinologicas,750041,212972,316250178.115,15403971.76193425,0.0015810267775349107,0.032459161035050865
1350,REGION 0,2018-11-01,Cirugias Gastricas,750041,212972,316250178.115,15403971.76193425,0.0389016476554404,0.2301854388465045
1351,REGION 0,2018-11-01,Cirugias Ginecologicas,750041,212972,316250178.115,15403971.76193425,1.3370627505108872,0.91559076874186
1352,REGION 0,2018-11-01,Cirugias Menores,750041,212972,316250178.115,15403971.76193425,0.09913633626033667,0.13968435420752456
1353,REGION 0,2018-11-01,Cirugias Oftalmologicas,750041,212972,316250178.115,15403971.76193425,4.2766721778989245,3.0641734467245567
1354,REGION 0,2018-11-01,Cirugias Ortopedicas,750041,212972,316250178.115,15403971.76193425,2.8555276028069594,4.433369856836553
1355,REGION 0,2018-11-01,Cirugias Otorrinolaringologicas,750041,212972,316250178.115,15403971.76193425,0.4113560718776704,0.8571516933233377
1356,REGION 0,2018-11-01,Cirugias Pediatricas,750041,212972,316250178.115,15403971.76193425,0.20224455803070526,0.2769489112288116
1357,REGION 0,2018-11-01,Cirugias Urologicas,750041,212972,316250178.115,15403971.76193425,0.18294124400132908,0.6263060810988448
1358,REGION 0,2018-11-01,Cirugias Vasculares,750041,212972,316250178.115,15403971.76193425,0.13016655751899955,2.463587991697127
1359,REGION 0,2018-11-01,Columna: Cirugia Escoliosis,750041,212972,316250178.115,15403971.76193425,0.4967715146799737,8.607519024908347
1360,REGION 0,2018-11-01,Columna: Espondiolistesis Total,750041,212972,316250178.115,15403971.76193425,0.47421635584175104,4.4334797796823455
1361,REGION 0,2018-11-01,Consulta medica nivel 2,750041,212972,316250178.115,15403971.76193425,7.728977781353747,0.07755664426441274
1362,REGION 0,2018-11-01,Consulta medica nivel 3,750041,212972,316250178.115,15403971.76193425,0.2902910618017629,0.030798343869284237
1363,REGION 0,2018-11-01,Consulta medicina general,750041,212972,316250178.115,15403971.76193425,0.002814227664012141,0.007777214983998188
1364,REGION 0,2018-11-01,Derivados de la Sangre,750041,212972,316250178.115,15403971.76193425,0.004395254441547053,0.03785575832455577
1365,REGION 0,2018-11-01,Desconocido,750041,212972,316250178.115,15403971.76193425,0.11845680917332944,0.535068763428716
1366,REGION 0,2018-11-01,"Detec., control de placa Bacteriana y enseñanza higiene bucal",750041,212972,316250178.115,15403971.76193425,6.59888956407521e-05,0.0013547804632809528
1367,REGION 0,2018-11-01,Dialisis Peritoneal,750041,212972,316250178.115,15403971.76193425,0.11172853786394144,1.0698087645631156
1368,REGION 0,2018-11-01,Ecografias,750041,212972,316250178.115,15403971.76193425,2.4970590616168358,0.11142449304045024
1369,REGION 0,2018-11-01,Emergencia,750041,212972,316250178.115,15403971.76193425,0.4272573087717453,0.036601450625232235
1370,REGION 0,2018-11-01,Extraccion  dentaria,750041,212972,316250178.115,15403971.76193425,0.0015636354829820268,0.0321021102636653
1371,REGION 0,2018-11-01,Hematologia,750041,212972,316250178.115,15403971.76193425,0.009481733790232368,0.09887385042886844
1372,REGION 0,2018-11-01,Hemodialisis Renal,750041,212972,316250178.115,15403971.76193425,2.732439533000893,3.024811708809444
1373,REGION 0,2018-11-01,Hospitalizacion general y especialidades basicas,750041,212972,316250178.115,15403971.76193425,13.857845238608364,2.5532122658085523
1374,REGION 0,2018-11-01,Laboratorios,750041,212972,316250178.115,15403971.76193425,10.457978856212149,0.2007597763115204
1375,REGION 0,2018-11-01,"Medicamentos Primer, Segundo y Tercer Nivel de Atencion",750041,212972,316250178.115,15403971.76193425,1.5810267775349108e-05,0.00032459161035050863
1376,REGION 0,2018-11-01,Neumologia,750041,212972,316250178.115,15403971.76193425,0.1223441524384863,0.6115618273812783
1377,REGION 0,2018-11-01,Neurocirugias,750041,212972,316250178.115,15403971.76193425,0.7130094672010077,7.95177581555153
1378,REGION 0,2018-11-01,Otros Medios Dx,750041,212972,316250178.115,15403971.76193425,2.8714973708877336,0.22452545169354424
1379,REGION 0,2018-11-01,Programa Ampliado de Inmunizacion (PAI),750041,212972,316250178.115,15403971.76193425,0.0023032398095128572,0.004550329995742818
1380,REGION 0,2018-11-01,Rayos X,750041,212972,316250178.115,15403971.76193425,1.9698028431575223,0.13161990338136614
1381,REGION 0,2018-11-01,Reemplazo Articular Cadera,750041,212972,316250178.115,15403971.76193425,0.33648903103954536,1.9127366647242452
1382,REGION 0,2018-11-01,Reemplazo Articular Hombro,750041,212972,316250178.115,15403971.76193425,0.00023715401663023658,0.004868874155257629
1383,REGION 0,2018-11-01,Reemplazo Articular Rodilla,750041,212972,316250178.115,15403971.76193425,1.4173724823547835,4.09698978194979
1384,REGION 0,2018-11-01,Resonancia Nuclear Magnetica (RNM),750041,212972,316250178.115,15403971.76193425,2.1898539318708834,0.8765885110128291
1385,REGION 0,2018-11-01,Sangre Total,750041,212972,316250178.115,15403971.76193425,0.6571355666539086,0.3078424034662645
